,name,platform,summary,user_review
4447,N+,PSP,"You are a ninja in N+. Your god-like speed, dexterity, jumping power, and reflexes are all the result of an amazingly fast metabolism; sadly, so is your natural lifespan of 1.5 minutes. Like all Ninjas, you have an unquenchable thirst for gold and a natural propensity for exploring rooms infested by increasingly lethal Ninja-killing robots. N emphasizes pacifism, humility, and the need to traverse 5 rooms before the end of your lifetime; a feat known only as ‘beating an episode’. In accordance with the teachings of N, it is your profound hope that one day you will develop your platforming skills, intelligence, and inexplicable ability to reincarnate to achieve total mastery of all 300 levels. [Atari]",7.8
14567,My Street,PlayStation 3,"Be the best on your block playing Volleyball, RC Racing, Marbles, Dodgeball, Chemistry (a la ""Puyo Pop""), Chicken Herding (quasi ""Chu Chu Rocket""), and a kart-racer called Lawmowers.",3.6
2298,Call Of Duty: Black Ops Ii,PlayStation 3,Call of Duty: Black Ops II thrusts players into a potential near future - a 21st Century Cold War in which technology and weapons have merged to create a new generation of warfare. Black Ops 2 introduces players to an insidious villain named Raul Menendez who hijacks the US military infrastructure to further his own agenda. Take control of the power of near-future technology and advanced robotics to pull the world back from the brink of annihilation.,5.7
3307,Atelier Ryza 2: Lost Legends & The Secret Fairy,PlayStation 4,"Ryza returns in the lead role, making her the first character in the history of the long-running Atelier franchise to take on the hero role in two successive entries. This all-new adventure, set three years after her heroic efforts in Atelier Ryza: Ever Darkness & the Secret Hideout. This dynamic sequel revolves around Ryza’s journey to the Royal Capital of Ashra-am Baird as she explores ancient ruins while seeking the truth behind the mystery of the lost legends.",7.5
3070,Tales From The Borderlands: Episode 3 - Catch A Ride,PC,"After a dizzying escape from a near-almost-certain-death scenario (involving statuesque buttocks), Rhys and Fiona are in search of another piece of the puzzle that will lead them to the vast riches of Vault key ownership. Lost in the mysterious jungle of an Atlas terraforming facility, Fiona finds help from an unexpected mentor, Rhys continues to share brain-space with the disembodied mind of a dead dictator, and love is in the air. Pursued by the ruthless criminal 'Queenpin' Vallory, and with very little help from Vaughn's accountancy skills (or stellar abs), getting anywhere near the Vault is entirely on you.",8.4
387,Dota 2,PC,Dota 2 features the characters and factions from the original Defense of the Ancients title with new features.,6.5
8986,Magnetica Twist,Wii,"[WiiWare] The classic puzzle game Magnetica is now available on WiiWare , putting its own unique ""twist"" on the puzzle-game experience. You're surrounded by marbles, marching slowly but surely down a track. Use a launcher (piloted by a Mii of your choice) to shoot marbles with matching colors and wipe them out before they reach the end of the track. Control couldn't be simpler, as all you need to do is twist the Wii Remote controller to aim and press the A button to shoot. And the game play remains as addictive and deep as you've come to expect in Nintendo's puzzle games, with five varied play modes, advanced mechanics such as the ability to lob marbles, and a never-ending supply of combos. This definitely isn't your typical game of marbles. [Nintendo]",8.0
8781,Wwe Smackdown Vs. Raw 2008,Xbox 360,"WWE SmackDown! vs. Raw 2008 lets players take the fight into their own hands with the debut of Superstar Fighting Styles. The game features eight unique styles, each having its own strategy and exclusive attributes. A brand new Struggle Submission System gives players intuitive and natural control over their WWE Superstars by using the game's popular analog controls. Realism and strategy are at the forefront, as players now control the amount of pressure they apply to their opponents. In addition, WWE SmackDown! vs. Raw 2008 features a significant Extreme Championship Wrestling (ECW) presence, including a variety of Superstars, arenas and weapons. The game is also packed with significant updates requested by fans, including new rosters, more environmental hotspots, a combined Season and General Manager Mode experience, improved out-of-ring action, enhanced online community support and much more. [THQ]",6.9
511,Bastion,PlayStation 4,"The goal of the game is to construct a safe haven in the wake of the Calamity, a cataclysmic event that shattered the world into a series of floating islands. As players journey into the wild unknown in search of survivors and supplies, they will confront strange beasts, forge an array of customizable weapons, and gain new powers from specially-brewed spirits. The entire play experience of Bastion is dynamically narrated, gradually revealing a rich backstory as the narrator reacts to the player's actions in real time.",7.7
5099,Skylanders Giants,PlayStation 3,Skylanders Giants is a new adventure for existing Skylanders toys that adds twenty new characters--including 8 giant ones--to the roster.,7.0
4046,Rock Band 4,Xbox One,"Rock Band 4 offers the unique social play of a full band experience—featuring a next-gen microphone, wireless drums and guitar, and a revamped world tour campaign mode. Add your personal signature to every performance. With Freestyle Guitar Solo, you can string together blistering licks and wow the crowd with your own incendiary solos. With a soundtrack featuring some of the world's biggest acts, plus an ever-expanding catalog of over 1,500 playable songs, it’s easy to put together a keen set list.",6.5
9178,Stranger Of Sword City,Xbox One,"STRANGER OF SWORD CITY is the next step in the evolution of the traditional dungeon RPG genre. This title contains the three core elements of attraction for dungeon RPGs: character creation, conquering various dungeons, and dungeon crawling gameplay. Furthermore, our experience and know-how with a large number of titles within the Dungeon RPG genre has allowed us to create enhanced support features that allow our users to enjoy the title to their hearts content. Players can switch between the beautiful and fantastical art style of Yoko Tsukamoto, or the art style of Oxijiyen, an artist renowned for their cute character graphics, for the NPC illustrations in game.",7.3
9675,Tannenberg,PC,Experience authentic First World War action with 64 player battles of maneuver on the Eastern Front. Warfare between the Russian Empire and the Central Powers is a tense battle for dominance – stay close to your squad to survive!,7.6
2157,Darksiders,PC,"The time for the great Apocalypse of legend has come in Darksiders as you take on the role of War, one of the four Horsemen of the Apocalypse, and rain judgment and destruction down upon the Earth. However, not all is as it seems when you discover that you and your fellow Horsemen have been implicated for the premature destruction of Earth and are swept up in a conspiracy between the forces of Heaven and Hell. Banished and stripped of your powers, embark on an epic quest of revenge and redemption as you battle angels and demons to restore your awesome abilities and seek out who betrayed you.",7.7
7182,Just Dance 4,Wii,"Just Dance 4 features more than 40 new tracks, ranging from chart-topping Billboard hits to classic dance party tracks. Whether it's pop, Hip-Hop, rock, R&B, country or funk, there is something for everyone.",7.7
1350,Bit.Trip Presents...Runner2: Future Legend Of Rhythm Alien,PC,Runner 2 - Future Legend of Rhythm Alien is inspired by the Bit.Trip series originally released on Nintendo platforms.,8.1
10362,Edge Of Eternity,PC,Wage epic turn-based battles as you follow Daryon and Selene on their quest to find a cure to the all-consuming Corrosion in this grand tale of hope and sacrifice.,7.5
10772,This Is The Police 2,PC,"Interpret the law as you will. Run the sheriff’s department, manage your cops, investigate, interrogate, incarcerate, make tough decisions – and try to keep out of prison yourself. – in this story-driven mixture of adventure and strategy, set in a cold border town riven with violence.",6.6
6682,Beatbuddy: Tale Of The Guardians,PC,"Awakened from his sleep, Beatbuddy journeys through lush hand-painted environments on a trip to save his friends and his own immortality. Beatbuddy interacts with the living breathing environment that pulses to the beat of an original soundtrack, aiding him as he unlocks new paths and solves puzzles.",7.4
8484,Alien Breed: Impact,PlayStation 3,Team 17 are reviving the classic Alien Breed franchise in this all new Unreal powered remake.,6.3
3165,The Sims 2 University,PC,"In The Sims 2 University, the first expansion pack for the highly-acclaimed The Sims 2 PC game, players for the first time will play through the new ""young adult"" life stage as their Sims head off to college and join the campus crowd. Whether they live in the dorms or rush a fraternity or sorority that's just the beginning...Sims can choose from one of 11 majors and by keeping their grades on track, they?ll secure a final degree and open up 4 new career paths. Players will enjoy all-new college based wants and fears that are tied to their Sims? social life and academic goals which will lead to new rewards and powers that will help them achieve their goals and aspirations in college and beyond. Pranks, parties and college social interactions add to the excitement while your Sims explore campus locations such as college lounges, pool halls, gyms and coffee houses. As in real life, if your Sims start running low on funds, they can earn Simoleans by picking up a part time job, like tutoring, or engaging in riskier affairs like printing money as a member of the ""secret society."" Of course, making the right decisions can lead to your Sim to the ultimate goal of becoming ""Big Sim on Campus"" in The Sims 2 University. [Electronic Arts]",7.8
13589,Pokemon Channel,PlayStation 2,"For those who have always wished for more Pokémon programming on TV, here's a game that gives the Pokémon their own channel. Pokémon Channel lets you spend some quality time with Pikachu watching loads of Pokémon-style shows, including a never-before-seen DVD-quality animated feature starring the popular Pichu Bros. Identify Pokémon on Quiz Wobbuffet, exercise in Smoochum's Shape-up, and get the latest news from Psyduck and Meowth on Pokémon News Flash. Pokémon Channel also features collectible Nice Cards.",6.4
1739,Metro Redux,PC,"The Metro Redux bundle features both Metro 2033 Redux and Metro: Last Light Redux. Both games have been remastered in the latest 4A Engine, and tout two unique unique play styles - Spartan and Survival - plus the legendary Ranger Mode.",7.9
4871,Heavy Metal: F.A.K.K. 2,PC,"In Heavy Metal, you take on the role of F.A.K.K. 2. Take her on a journey of unimaginable proportions where death and danger lie in the most unsuspecting corners of a world you have to see to believe. Only a story straight from the pages of Heavy Metal could give you the goods like F.A.K.K. 2 does. [Gathering of Developers]",7.5
13041,Lost Sea,Xbox One,Lost Sea is a 3D strategy-action game that takes place inside a procedurally generated archipelago. It's up to the player to form a ragtag crew of survivors and explore the surrounding islands as they hunt for the necessary resources to upgrade their ship and escape the Bermuda Triangle.,6.3
99,Divinity: Original Sin Ii,PC,"Master deep, tactical combat. Join up to 3 other players - but know that only one of you will have the chance to become a God.",8.8
7333,Leisure Suit Larry: Wet Dreams Dry Twice,PC,"No obstacle will keep me away from my beloved, my Faith, not even the wild and untamed islands of Kalau’a. Those lovely island ladies can only distract me for so long as my heart’s compass only points in one direction - Faith!",5.9
8449,God'S Trigger,PlayStation 4,"Slay enemies with speed and precision in an over-the-top show of blood and explosions. Play solo or with others, make split-second decisions, dodge bullets, and use weapons and abilities to inflict violence in the most graphic way possible. When an Angel and a Demon team up to kill their way into Heaven and stop the apocalypse, bullets will fly and blood will be shed.",7.5
14342,Animal Paradise,PlayStation 3,"Feed, clean, walk and play with them, but above all make them happy to earn their love. This exciting title will thrill animal lovers of all ages with its exciting mix of pets, including everything from dogs and cats to hamsters and pigs. [Empire Interactive]",7.5
2769,Fifa Soccer 08,Xbox 360,"The FIFA Soccer 08 next-gen gameplay engine, built to maximize the power of Xbox 360 and PLAYSTATION 3, delivers animations and ball control that is so responsive you feel like you are actually on the pitch. Players in FIFA Soccer 08 now benefit from A.I. so smart, it features a 35-point decision engine which enables players to process multiple decisions and reactions in real-time. The A.I.'s dynamic ‘Threat Map’ system captures the excitement and realism of soccer. Players are now aware of their surroundings, reacting authentically to threats and opportunities to make intelligent football decisions. A true next-generation ball-striking engine calculates shot success by combining an almost infinite number of different contexts, including ball spin, pressure from defenders, player attributes, and even air pressure to recreate the drama and unpredictable nature of shooting. A new play mode called Be A Pro locks you in the role of a single player and challenges you to master the same disciplines as a real soccer player—from positioning and tackling to reading the field and passing. FIFA Soccer 08 introduces skill moves with a true next-generation organic 'building-block' system enabling you to combine tricks and skill moves together to recreate signature moves from the real-world superstars or define your own style of play. Animations can be interrupted at any time to transition into a new move, enabling you to read and respond to the defence, just like real life. Master the skills to break down the defence, elude your marker and lead your team to victory. Represent your club online against your rivals throughout the season in the F.A. Premier League, Bundesliga, French League or Mexican 1st Division. When they play, you play. [Electronic Arts]",7.6
8241,The Sum Of All Fears,PC,"Lead a team of domestic counter-terrorism experts through 11 dangerous missions that span the globe. Formed from the elite of the F.B.I.'s HRT, you have been tapped to perform covert ops in the most dangerous circumstances imaginable. As the commander of this team, you'll lead your unit into the heat of battle, performing missions ranging from eliminating terrorists to planting bugs, and destroying illegal weapons caches to rescuing hostages. You'll give them orders in the field and take the point in leading them into combat. [Ubi Soft]",6.5
7277,Rocky,Xbox,"Jump into the ring as Rocky Balboa and go head-to-head against 29 tough opponents, including Apollo Creed, Clubber Lang, Ivan Drago, and Tommy Gunn. Mickey and company train you from the streets of Philadelphia to the world heavyweight championship bout. Master Rocky's powerful punch combos and fast flurries. Practices your skills in Sparring mode and then test them out in the Knockout Tournament against 15 other players. Based on the movie trilogy, Rocky tests your dedication, skill, and heart through various gameplay modes.",7.0
836,Monkey Island 2 Special Edition: Lechuck'S Revenge,PC,"More Pirates! More Adventure! More Monkeys! Relive the second swashbuckling misadventure of the wannabe pirate Guybrush Threepwood as he searches for the lost treasure of Big Whoop, attempts to win back the beautiful Elaine Marley and takes on the now evil zombie pirate, LeChuck! Monkey Island 2 Special Edition: LeChuck’s Revenge faithfully re-imagines the original classic in signature Special Edition detail. Plus, interact with the world of Monkey Island like never before with new direct-character controls, an interactive object highlight system, behind the scenes art viewer and creator commentary featuring the original developers of Monkey Island 2: LeChuck’s Revenge! Play it again for the first time with signature Special Edition features. [LucasArts]",8.8
290,World Soccer Winning Eleven 8 International,PlayStation 2,"Winning Eleven 8 once again raises the bar with in-depth gameplay, improved realism and increased control. The game now features all the teams from the Italian, Spanish and Dutch leagues under the official license. Featuring 136 club teams and 57 national teams, Winning Eleven 8 offers gamers control of up to 4,500 of the world's greatest soccer players. The game introduces a wealth of new moves and tricks including new free kick and penalty kick techniques, an innovative indirect free kick move and a new dribbling system that offers more control as gamers go one-on-one and try to pass opposing players. Also featured is the first-ever on-screen referee in the history of the series. Boasting an enhanced ref AI, the referee will run up and down the field reacting realistically and instinctively to fouls, giving advantage for minor infringements and even stepping in to calm things down when the action gets heated. Winning Eleven 8 also features improvements to the popular Master League, which now has more strategy through player development and injury, and a new 'My Best Eleven' option so fans can save their greatest teams. [Konami]",8.3
8950,H1Z1,PC,Play the Battle Royale game that started it all. Now includes AUTO ROYALE. Drive into battle as part of a team-based vehicle of mayhem. Fight for power-ups to equip your squad and upgrade your ride.,4.0
5333,Baldur'S Gate: Dark Alliance Ii,Xbox,"Embark on a new adventure for fortune, glory and power. Baldur's Gate: Dark Alliance II, the sequel to Baldur's Gate: Dark Alliance starts you off on a road full of danger and magic. Face a seemingly endless army of sinister enemies in over 80 levels of finger-numbing action. Master skills, spells and deadly weapons while traveling through spectacular environments. Customize your character and forge your own weapons. It's up to you to rid the lands of evil by yourself or with a friend.",7.9
735,Cave Story +,Switch,"Cave Story takes you into a rare world where a curious race of innocent, rabbit-like creatures called Mimiga run free. You wake up in a dark cave with no memory of who you are, where you came from or why you're in such a place. Uncovering Mimiga Village, you discover that the once-carefree Mimiga are in danger at the hands of a maniacal scientist. Their only hope rests squarely on the shoulders of a quiet, amnesiac boy who can't remember his own name. Take control, learn the origins of this world's power, stop the delusional villain and save the Mimiga.",7.9
6319,The Persistence,Xbox One,"The Persistence challenges you to survive aboard a doomed starship, overrun with horrific and murderous abberations. Explore, evade and fight your way through the depths to bring the craft home.",5.1
2315,Demeo,PC,"RPG fans, unite… in virtual reality. A dark force has taken over the underworld in Resolution Games’ upcoming RPG dungeon crawler, Demeo, and it’s a world you’re not likely to survive alone.",8.2
8836,Gotham City Impostors,Xbox 360,"Gotham City Impostors is a multiplayer game unlike any other, giving players the opportunity to rebel against conformity as they customize their own characters. Posing as amateur vigilantes or villains, gamers will create their very own Bats and Jokerz characters using unprecedented customization options including insane costumes, homebrewed gadgets and a wide range of traditional and imagined weapons.",7.1
8581,Lords Of The Fallen,Xbox One,"Lords of the Fallen is a hardcore action-RPG featuring an advanced combat systems and robust class skill trees. Set in a richly created fantasy world where the Gods have failed mankind, players will take on the role of a human named Harkyn who sets out on a quest to stand against an apparently unstoppable supernatural force. Players travel across a world that is deeply dived by those that follow and others that resist, the Fallen God. Along their journey they will be faced with a series of decisions that will alter both the world and their character thus dramatically impacting the storyline.",6.6
12333,Friday The 13Th: The Game,PlayStation 4,"Friday the 13th: The Game is a third-person horror, survival game in which players assume the role of a teen counselor, or for the first time ever, Jason Voorhees. You and six other unlucky souls will do everything possible to escape and survive while the most well-known killer in the world tracks you down and brutally slaughters you. Friday the 13th: The Game will strive to give every single player the tools to survive, escape or even try to take down the man who cannot be killed. Each and every gameplay session will give you an entirely new chance to prove if you have what it takes not only to survive, but to best the most prolific killer in cinema history, a slasher with more kills than any of his rivals. Meanwhile, Jason will be given an array of abilities to track, hunt and kill his prey. Stalk from the shadows, scare your targets and kill them when the time is right in as brutal a fashion as you can imagine. Take control of the legendary killer that is Jason Voorhees and terrify those unfortunate enough to cross your path.",6.3
14087,Dinocide,PC,A classic NES inspired old-school single-player platformer in a prehistoric fantasy world. Dinocide tries to capture the drive and fun of that era and recreate it in a modern way.,6.7
1844,The Walking Dead: Episode 2 - Starved For Help,PlayStation 3,"Episode two of a five-part game series set in the same universe as Robert Kirkmans award-winning series. With starvation and bandit attacks becoming as much of a threat as the undead, the group finds themselves seeking help and food from strangers at a local dairy. - Feel what its like to be a survivor, where choosing between necessities and whats right is a delicate matter. - Encounter human survivors who have gone down a truly horrific path. - Begin to see the pressures of Lillys responsibilities and get a glimpse of her tortured past as she starts to unravel as a leader. - Develop an understanding of what youre willing to resort to in order to ensure survival. - Live with the choices you made in Episode One as they continue to affect your experience in this episode.",8.3
14401,Nickelodeon Kart Racers,PC,"A new multi-player console racing game, Nickelodeon Kart Racers! Select a racer from one of your favorite Nickelodeon series, including SpongeBob, Patrick, and Sandy from SpongeBob SquarePants, Leonardo, Raphael, Michelangelo, and Donatello from Teenage Mutant Ninja Turtles, Arnold and Helga from Hey Arnold!, & Angelica, Tommy and Reptar from Rugrats. Race your friends in up to 4-player local multiplayer or check out the Battle Arena for a variety of challenges. Features: * Choose a racer from 12 of the most iconic Nickelodeon series: SpongeBob SquarePants, Teenage Mutant Ninja Turtles, Hey Arnold!, Rugrats and MORE!!! * Race on 24 different Slimed-filled tracks including Bikini Bottom, NYC sewers, Tommy Pickle's house, Arnold's school and more! * Awesome Co-Op and Local Multi-Player for non-stop action the entire family will love! * Customizable Karts with multiple power-ups and special attacks! * Team-based co-op multiplayer, players can perform devastating fused attack for TONS of FUN! * Slime overload will have you turning you Karts into jet-ski racers!",6.2
101,Bioshock Infinite,Xbox 360,"Thrust into the year 1912, players take on the role of former Pinkerton agent Booker DeWitt, who has traveled to the flying city of Columbia on a rescue mission. His target is Elizabeth, a young lady imprisoned since her childhood years. During their bold escape, Booker and Elizabeth form a powerful bond -- one which lets Booker enhance his own abilities with her world-altering control over the environment. As a team, they fight from high-speed Sky-Lines, in the streets and houses of Columbia, on giant Zeppelins and in the clouds, while simultaneously learning to harness an growing arsenal of weapons and abilities.",8.6
4104,Tales Of Monkey Island Chapter 1: Launch Of The Screaming Narwhal,PC,"While explosively stripping the evil pirate LeChuck of his demonic mojo, Guybrush Threepwood inadvertently infects the entire Caribbean with the arch-fiend's expelled voodoo, which threatens to transform buccaneers into unruly pirate monsters. Pursued by a notorious cut-throat Pirate Hunter and a creepy French Physician who believes that Guybrush's eerily-infected hand holds the secret of eternal life, Threepwood sails the seven seas in search of La Esponja Grande, a legendary sea sponge with unparalleled voodoo exfoliating abilities. But little does Guybrush know, his quest is part of a larger, more sinister plot, and good and evil are not always as they seem. [Telltale Games]",7.8
4693,Yonder: The Cloud Catcher Chronicles,Xbox One,"Yonder shipwrecks players on the vast island of Gemea, a land enshrouded in an evil murk. By exploring the land, joining forces with the locals and contributing to their community through optional talents like farming, crafting, cooking, fishing and brewing, adventurers can help the island flourish.",7.3
5379,The King Of Fighters Xiii,PlayStation 3,"With a roster featuring over 30 hand-drawn fighters, a number of detailed stages bursting with life, over a half dozen play modes, a refined fighting engine built for speed and complete with new moves and supers, a vastly improved Online mode, and a host of other additions, tweaks, and enhancements, THE KING OF FIGHTERS XIII represents a rebirth for one of gaming's longest tenured franchises and one of the most popular fighting brands ever.",8.3
12401,The Walking Dead Onslaught,PlayStation 4,"There’s no rest when survival is on the line. Step into AMC’s The Walking Dead and prepare for an onslaught of walkers as you assume the roles of your favorite characters from the show, and confront the horrors and humanity of this apocalyptic new world.",6.8
10691,The King'S Bird,PC,The King's Bird is a momentum-based precision-platformer that seamlessly combines parkour with aerial movement.,7.0
11601,Guns Of Icarus Online,PC,"Guns of Icarus Online is a multiplayer airship combat game where you will attempt to survive and thrive in the post apocalyptic wasteland, moving from town to town, trading and collecting resources, outfitting your ship, and battling deadly pirates.Visit the website for a look at our beautiful teaser and find out more about the game.",7.8
4387,Burnout Paradise Remastered,Xbox One,"Welcome back to Paradise City! Make action your middle name as you rule the streets in Burnout Paradise Remastered. Tear up the town from hectic downtown avenues to wild mountain roads. Relive the high-octane stunts and wanton destruction of one of the greatest arcade-driving games ever! Burnout Paradise Remastered provides the ultimate driving playground for you and your friends to play online. This remaster includes all DLC from the Year of Paradise, including the Big Surf Island update, meticulously recreated and ready to wreck in 4K on the PlayStation 4 Pro and Xbox One X.",6.9
4442,Space Channel 5 Special Edition,PlayStation 2,"It's the 25th century and our intergalactic space reporter dives into an adventure where she must battle with a series of dastardly villains! Are you ready to save the universe through the medium of dance? You must first battle wicked space nasties, the Morolians, who have attacked and subdued innocent Earthlings with their dance-inflicting ray guns. In order to break the Morolian's hypnotic grasp, Ulala must mimic the aliens' exact dance moves by keeping the beat with pauses timed to perfection. But the adventure isn't over just yet; Ulala must also face another group of intergalactic terrorists who have designs on world domination. What is Ulala to do but to kick-up some pretty funky dance moves against these evil invaders who are bent on taking over the world. Ulala is the Earth's only hope! [Agetec] - Contains both the original SC5 and the sequel, SC5: Part II, previously available only in Japan.",8.5
5846,Clustertruck,PC,"ClusterTruck is a chaotic physics based truckformer. Jump your way through insane levels in a game of ""the floor is lava"" on top of speeding trucks driven by terrible drivers.",7.1
5225,Blasphemous,Switch,"A foul curse has fallen upon the land of Cvstodia and all its inhabitants - it is simply known as The Miracle. Play as The Penitent One - a sole survivor of the massacre of the ‘Silent Sorrow’. Trapped in an endless cycle of death and rebirth, it’s down to you to free the world from this terrible fate and reach the origin of your anguish. Explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. Use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. Locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation.",8.0
8278,Auto Assault,PC,"Combine fast-paced vehicular combat with high-tech, futuristic weaponry and hundreds of intense skills and you get Auto Assault -- a unique departure from traditional Massively Multiplayer Online Role Playing Games (MMORPGs). Hop in your own customized cars, semis, and motorcycles and prepare to fight the mutated creatures and bandits of Auto Assault's post-apocalyptic world. Battle other players both in arenas and in epic race vs. race wars for control of the regions in a devastated Earth. Auto Assault uses the power of the Havok physics engine to let you make insane jumps, send obstacles flying and even blast bridges, buildings, fences and trees with your car-mounted rockets. Anything you can hit, you can destroy. [NCsoft]",7.9
5358,Attack On Titan,Xbox One,"Also known as ""Attack on Titan: Wings of Freedom"". Fight on a violent battlefield in which the game changes from moment to moment. Utilizing the ""Omni-directional mobility gear"" created specifically for battle with Titans allows you to fly freely across and above the battlefield. It's incumbent upon the Scout Regiment, to which Eren belongs, to travel beyond the Wall and expand the territories of mankind.",6.4
15073,Damnation,PlayStation 3,"Evolving the shooter genre with its unique combination of fluid action and combat, Damnation features huge, open environments, frenetic combat, daredevil acrobatics and high-octane vehicle-based stunts. Presenting players with an intense test of reflexes, quick thinking and rapid-fire conflict, Damnation features vast, breathtaking landscapes, each covering miles of distance and thousands of vertical feet. Billed as a ""shooter gone vertical"" and visually inspired by iconic elements of American history, these massive streaming landscapes form the battlegrounds for a post-industrial conflict between humanity and an unstoppable arms dealer hell-bent on total world domination. Players choose their own paths and navigate the world by performing daredevil feats on the edge of human ability. Intelligent enemies give chase and engage players in frantic gun fights and attacks that can come from any direction. With up to three hours of actual gameplay stretching out in front of them per level, players need more than just muscle power to get across each level safely. Damnation offers players a selection of vehicles, from motorbikes capable of launching across seemingly infinite chasms, to huge, armour-piercing marvels that induce mayhem with every huge shell. The high action is supported by an epic and in-depth story which, while focusing on the exploits of the hero character Rourke, is truly an ensemble piece. Players meet and become involved in intricate story plots that reveal much more than the obvious. In addition to the single player experience, Damnation comes complete with a unique set of multiplayer options that take full advantage of the game’s expansive levels. [Codemasters]",3.1
286,Rayman Legends,PlayStation 3,"Rayman Legends is the follow-up to Rayman Origins and brings multiplayer interactions for you to employ. The Glade of Dreams is in trouble again. During a 100-year nap, the nightmares multiplied and spread, creating new monsters even scarier than before. These creatures are the stuff of legend… Dragons, giant toads, sea monsters, and even evil luchadores. With the help of Murfy, Rayman and Globox awake and must now help fight these nightmares and save the Teensies.",8.7
6880,Disgaea D2: A Brighter Darkness,PlayStation 3,"The Netherworld - a place where might makes right and today's friends are tomorrow's enemies. After a long journey with many ups and downs, Laharl finally finds himself as a full-fledged Overlord. However, the other denizens of the Netherworld do not see him as such, so he sets out on a journey with his loyal(!?) vassals to receive the respect he deserves. Along the way, Laharlwill meet a girl who claims to be his sister, demons with bigger than usual chips on their shoulders, and find out that even his own body holds a few surprises for him...",8.2
12884,Postal 2: Share The Pain,PC,"POSTAL 2: Share The Pain combines the complete, enhanced POSTAL 2 single player game with the brand new multiplayer Share The Pain gameplay! Explore full 3-D open ended environments. Interact with over 100 unique NPC's including Gary Coleman, marching bands, dogs, cats and elephants, protesters, policemen and civilians, with or without weapons. POSTAL 2 is all about choice; experiment with everyone and everything. Also includes 14 multiplayer levels: SNATCH: Fight for the fabulous Postal Babes! Snatch the enemy babe and score! GRAB: Battle to collect all 10 bags, each bag makes you stronger! DEATHMATCH: Chose from 25 characters including Gary Coleman and Osama. TEAM DEATHMATCH: 19 insane teams including Team Taliban and The Gimps. [Running With Scissors]",8.3
7336,Jetpac Refuelled,Xbox 360,"[Xbox Live Arcade] Jetpac Refuelled takes tried and tested laser-driven arcade gameplay and brings it right up to date, crowbarring in masses of new levels, enemies and weapon upgrades while polishing the visuals and soundtrack to a space-age shine. Veteran twitch gamers and eager rookies are all well catered for, with over 100 stages challenging allcomers to build and refuel their rockets under heavy pressure from disgruntled locals. The ultimate point of all this? Same as it always was: to stay alive and get rich. Online components include access to global high score Leaderboards and a good spread of Achievements, while the inclusion of simultaneous multiplayer action marks another first for the franchise. Two players can quickly and easily set up a head-to-head battle on a single Xbox 360 console or over Xbox Live. So if you fancy giving your trigger finger a proper arcade workout for the first time in ages, this is the game for you. Feel free to storm Xbox Live Arcade and download the Trial version if you're still not sure. Jetpac Refuelled is much more than a simple nostalgia trip, though to show due reverence we've also included a recreation of the classic 1983 original under the heading of Retro mode... we did, however, stop short of making it take five minutes to load. [Rare]",7.4
2366,F1 2018,PC,MAKE HEADLINES in F1® 2018. F1 2018 is the official videogame of the 2018 FIA FORMULA ONE WORLD CHAMPIONSHIP™. The new game immerses players into the world of Formula 1® more than ever before.,7.5
5294,Echoes Of Aetheria,PC,"Two nations finally achieve peace, marked by a momentous royal wedding. But just as they seal it with a kiss, a group of soldiers sabotage the wedding and kidnap the bride! Follow the story of Lucian, Ingrid, and Soha, as they uncover the secrets of the conspiracy and expose the true villains.",7.1
2968,World Of Final Fantasy Maxima,Xbox One,"POWERED UP AND REBORN! Expanding the horizons of FINAL FANTASY! A tale of many encounters and the birth of a new world. Originally released in October 2016, WORLD OF FINAL FANTASY has just been powered up and reborn as WORLD OF FINAL FANTASY Maxima! New characters from FF lore (Champions) and monsters (Mirages) add even more fun and excitement to this unique adventure. This new and enhanced version of WORLD OF FINAL FANTASY also features the Avatar Change system, which allows the protagonists, Reynn and Lann, to fight as Champions. Fight your way through exhilarating battles as legendary FINAL FANTASY heroes!",7.8
14111,Dino Crisis 3,PlayStation 2,"More than 500 years in the future, you and your partners embark on a search-and-rescue mission to piece together a spacecraft's mysterious reappearance after a 300-year absence. Armed with hyperspeed booster units and an arsenal of futuristic weaponry, you'll confront ferocious space mutations and evolved forms of dinosaur creations. On this dynamically changing galactic ship, it's up to you to change the spaceship layout, collect objects, and solve puzzles to achieve your objectives.",3.5
2518,Dark Souls Iii: The Ringed City,PlayStation 4,"The Ringed City is the final DLC pack for Dark Souls III. Journey to the world’s end to search for the Ringed City and encounter new lands, new bosses, new enemies with new armor, magic and items. Experience the epic final chapter of a dark world that could only be created by the mind of Hidetaka Miyazaki.",8.4
5220,Men Of War: Assault Squad,PC,This stand-alone expansion pack for Men of War focuses on skirmish maps and multiplayer play.,8.0
